name,affiliation
Antti Nuopponen,NETSEAL
Antti Pitkamaki,NOKIA
Antti Poutanen,TELLABS
Antti-Jussi Korjonen,TELIA AB
Antun Samukic,ERICSSON AB
Anuj Bhatnagar,TELCORDIA TECHNOLOGIES
Anumita Biswas,"NOVELL, INC."
Anup Rao,CISCO SYSTEMS INC
Anupam Dalal,ICAST CORPORATION
Anurag Batta,US ROBOTICS
Anurag Bhargava,CISCO SYSTEMS INC
Anurag Das,MOTOROLA MOBILITY
Anurag Garg,"UCLA - UNIVERSITY OF CALIFORNIA, LOS ANGELES"
Anurag Maunder,CISCO SYSTEMS INC
Anurag Nagpal,OATSYSTEMS
Anurag Narula,SILICON GRAPHICS
Anurag Sharma,INFINERA CORP
Anwar Elwalid,LUCENT TECHNOLOGIES
Aparna Amin,NORTEL NETWORKS LIMITED
Apostolis Salkintzis,MOTOROLA MOBILITY
April Marine,NOMINUM INC
Aravind Narasimhan,OVERTURE COMPUTING CORP.
Aravind Sethuraman,TELIRIS
Archan Misra,TELCORDIA TECHNOLOGIES
Ardas Cilingiroglu,FORE SYSTEMS
Aref Matin,SIEMENS AG
Ares Kao,IP INFUSION
Ari Balogh,PANASONIC CORPORATION
Ari Bixhorn,BRITISH TELECOMMUNICATIONS PLC
Ari Erev,COMVERSE
Ari Lakaniemi,NOKIA
Ari Luotonen,NETSCAPE COMMUNICATIONS
Arian Yair,RAD DATA COMMUNICATION LTD
Ariana Cha,WASHINGTON POST
Arie Abramovitch,SIEMENS AG
Ariel Graizer,CABASE
Ariel Pashtan,MOTOROLA MOBILITY
Ariel Shaqed Scolnicov,CHECK POINT SOFTWARE
Ariel Vergara,UNIVERSIDAD DE PALERMO
Arik Hadass,CLASS DATA SYSTEMS
Arik Kashper,LUCENT TECHNOLOGIES
Arisa Ohta,THE MAINICHI NEWSPAPERS
Aristotle Balogh,"VERISIGN INTERNATIONAL HOLDINGS, INC."
Arjen Boers,CISCO SYSTEMS INC
Arjun Sreekantiah,CISCO SYSTEMS INC
Arkady Kanevsky,NETWORK APPLIANCE
Arman Maghbouleh,CARIDEN TECHNOLOGIES
Armando Fratezi,IBM
Armin Reindl,PIC REDAKTIONSBURO
Armin Sepehri,SPRINT CORPORATION
Arnaud Descamps,ORANGE SA
Arnaud Florequin,ORANGE SA
Arnaud Gonguet,ALCATEL
Arnaud Longeanie,ORANGE SA
Arne Kyhn,TDC NETWORKS TECHNOLOGIES
Arnold Gum,QUALCOMM INC
Arnold Mattheus,DEUTSCHE TELEKOM AG
Arnold Nipper,DE-CIX
Arnold Sodder,TENOR NETWORKS
Arnoud Zwemmer,NO WIRES NEEDED BV
Arnt Gulbrandsen,ORYX MAIL SYSTEMS GMBH
Aron Rosenberg,SIGHTSPEED
Aron Szentesi,ERICSSON AB
Art Berggreen,ADVANCED COMPUTER COMMUNICATIONS
Art Dong,UNIVERSITY OF WASHINGTON
Art Harkin,HEWLETT-PACKARD COMPANY
Art Martin,INTEL CORPORATION
Art Mellor,MIDNIGHT NETWORKS INC.
Art Shelest,MICROSOFT
Arthur Bebak,"NETSURFER COMMUNICATIONS, INC."
Arthur Berger,AKAMAI TECHNOLOGIES
Arthur Bierer,MICROSOFT
Arthur Brooking,MICROSOFT
Arthur Chavez,U.S. DEPARTMENT OF DEFENSE
Arthur Giannopoulos,MCI COMMUNICATIONS
Arthur Harvey,MOTOROLA MOBILITY
Arthur Howarth,CISCO SYSTEMS INC
Arthur Lallet,MOTOROLA MOBILITY
Arthur Lin,SHASTA NETWORKS INC.
Arthur Webster,NTIA
Arto Juhola,HELSINKI TELEPHONE COMPANY
Artsiom Rachytski,MOBILE TELESYSTEMS JLLC
Artur Niederstebruch,FA. SILICONGRAPHICS GMBH
Arun Gopalakrishnan,ORANGE SA
Arun Kapur,LUCENT TECHNOLOGIES
Arun Thulasi,HEWLETT-PACKARD COMPANY
Arun Welch,COMPUSERVE INC.
Arup Acharya,NEC CORPORATION
Arvel Hathcock,ALT-N TECHNOLOGIES
Arvind Kaushal,SPRINT CORPORATION
Arvind Murching,MICROSOFT
Arvind Srivaths,TORRENT NETWORKING
Asad Faizi,NETSCAPE COMMUNICATIONS
Asad Faruqui,CISCO SYSTEMS INC
Asaf Ben-Yosef,COMVERSE
Asaf Kashi,MICROSOFT
Asahiro Onuma,PANASONIC CORPORATION
Asavari Ukidve,NETSCAPE COMMUNICATIONS
Asha Kalyur,CISCO SYSTEMS INC
Ashar Aziz,"SUN MICROSYSTEMS, INC."
Asher Shitatsky,RADVISION
Ashir Ahmed,KYUSHU UNIVERSITY
Ashish Makani,PURDUE UNIVERSITY
Ashish Sharma,UNIVERSITY OF CALIFORNIA - SANTA BARBARA
Ashley Baumann,SCO
Ashley Kitto,NOMINUM INC
Ashley Shi,MCI COMMUNICATIONS
Ashley Wee,REALNETWORKS INC
Ashok Ganesan,MITEL NETWORKS CORPORATION
Ashok Kaushik,NOKIA
Ashok Kunjidhapatham,INFINERA CORP
Ashok Saraf,FUJITSU LIMITED
Ashoke Rampuria,AVICI SYSTEMS
Ashvin Lakshmikantha,BROADCOM CORP
Askold Nestiuk,INTERLINK COMPUTER SCIENCES
Asok Sit,ERICSSON AB
Assaf Rubissa,SIEMENS AG
Assar Westerlund,LULEA UNIVERSITY OF TECHNOLOGY
Astrid Dybos,TELENOR
Atarashi Yoshifumi,HITACHI LTD
Ather Chaudhry,ALCATEL
Atri Indiresan,CISCO SYSTEMS INC
Atsuhiro Mimura,PFU LIMITED
Atsuhisa Takahashi,FUJITSU LIMITED
Atsunori Naito,NEC CORPORATION
Atsushi Fujioka,NTT
Atsushi Fukumoto,TOSHIBA
Atsushi Hamano,SONY CORPORATION
Atsushi Hattori,PANASONIC CORPORATION
Atsushi Ichiki,FUJITSU LIMITED
Atsushi Inoue,TOSHIBA
Atsushi Iwamura,HITACHI LTD
Atsushi Iwata,NEC CORPORATION
Atsushi Kawakita,HITACHI LTD
Atsushi Koi,NTT
Atsushi Shimbo,TOSHIBA
Atsushi Takeshita,NTT
Atsushi Yamazaki,CISCO SYSTEMS INC
Attila Bader,ERICSSON AB
Attique Ahmad,WORLDCOM
Atul Sharma,NOKIA
August Mayer,UNIVERSITY OF SALZBURG
Aurelien Sollaud,ORANGE SA
Austin Chen,UUNET TECHNOLOGIES
Austin Oh,NATIONAL COMPUTERIZATION AGENCY
Avesha Damaraju,NEUSTAR INC
Avi Nathan,MICROSOFT
Avi Rubin,BELLCORE
Avigdor Faians,MINDSPEED TECHNOLOGIES
Aviram Hinenzon,ECI TELECOM
Avra Michelson,"MITRE CORPORATION, THE"
Axel Christiansen,AG COMMUNICATION SYSTEMS
Axel Seibert,CYBERNET AG
Axel Voigt,FUJITSU LIMITED
Axel-Stephane Smorgrav,ERICSSON AB
Ayako Kawasaki,NTT
Ayako Ogawa,NUI LIMITED
Aydin Edguer,ASCEND COMMUNICATIONS
Ayeshil Jeon,KRNIC
Ayikudy Srikanth,BAY NETWORKS
Ayman Ghanem,CISCO SYSTEMS INC
Aymen Abdul-Karim,UPM
Aymen Naim,ERICSSON AB
Ayumu Kubota,KDDI CORPORATION
Ayumu Numakura,MITSUBISHI CORPORATION
Azfar Aslam,LUCENT TECHNOLOGIES
Azita Kia,CISCO SYSTEMS INC
Azlina Ahmad Palmer,CISCO SYSTEMS INC
Babi Seal,CISCO SYSTEMS INC
Bach Hoang,SBC TECHNOLOGIES
Badar Minhas,"PCST, MINISTRY OF SCIENCE AND TECHNOLOGY"
Badari Narayana,"NOVELL, INC."
Bae Sun Ji,KOREA HERALD
Baehyo Park,KISA KOREAN INFORMATION SECURITY AGENCY
Baewan Kim,SOONCHUNHYANG UNIVERSITY
Bahman Mobasser,ALCATEL
Baiju Patel,INTEL CORPORATION
Bailly Marc,ORANGE SA
Balazs Szviatovszki,ERICSSON AB
Ballard Bare,HEWLETT-PACKARD COMPANY
Bantariza Andrew,JAMK PLANNERS WORLD
Bao Nguyen,HEWLETT-PACKARD COMPANY
Bao Phan,ANS COMMUNICATIONS
Baoping Yan,CHINESE ACADEMY OF SCIENCES
Barbara Egan,TELEPORT COMMUNICATIONS GROUP
Barbara Fuller,FORETEC SEMINARS INC
Barbara Hughes,NEWBAY SOFTWARE LTD.
Barbara Jennings,SANDIA NATIONAL LABORATORIES
Barbara Patrick,U.S. DEPARTMENT OF DEFENSE
Barbara Pease,"MITRE CORPORATION, THE"
Barbara Salinas,NETWORK INFORMATION CENTER MEXICO
Barbara Sterling,MCDATA CORPORATION
Barbara Trevaskis,LUCENT TECHNOLOGIES
Barbara Walery,CISCO SYSTEMS INC
Barnim Dzwillo,TELES AG
Barr Hibbs,NOMINUM INC
Barron Housel,CISCO SYSTEMS INC
Barry Dingle,ERICSSON AB
Barry Friedman,CISCO SYSTEMS INC
Barry Hansen,WRQ INC.
Barry Hass,LUCENT TECHNOLOGIES
Barry Kelman,MICROSOFT
Barry Lind,XYTHOS
Barry Poole,FEDERAL EXPRESS CORPORATION
Bart Gijsen,TNO - NETHERLANDS ORGANIZATION FOR APPLIED SCIENTIFIC RESEARCH
Bart Van Doorselaer,ALCATEL
Bart Wensley,NORTEL NETWORKS LIMITED
Barth Root,UNITED STATES NAVY
Bartosz Balazinski,INTERDIGITAL COMMUNICATIONS
Bartosz Ostrowski,SIEMENS AG
Baruch Sterman,KAYOTE NETWORKS
Basavaraj Pattan,"SAMSUNG ELECTRONICS CO, LTD"
Basel Al Faqeh,ZAIN
Basha Mahammad,FORE SYSTEMS
Bashir Ashrafi,AVICI SYSTEMS
Basith Salman,NEC CORPORATION
Beau Williamson,CISCO SYSTEMS INC
Behfar Razavi,STANFORD UNIVERSITY
Behrokh Samadi,LUCENT TECHNOLOGIES
Behzad Torabi,TELUS COMMUNICATIONS INC
Bei Zhang,PEKING UNIVERSITY
Ben Crosby,ALCATEL
Ben Halevy,PANASAS
Ben Harris,NEUSTAR INC
Ben Lambert,"NOVELL, INC."
Ben Levy,FTP SOFTWARE
Ben Lorenz,TU BERGAKADEMIE FREIBERG
Ben Mccarthy,LANCASTER UNIVERSITY
Ben Rogers,ASCEND COMMUNICATIONS
Ben Schepens,NETWORK SOLUTIONS INC.
Ben Sharafian,RIPPLE
Ben Shaw,SHAW NEWSPAPERS
Ben Stoltz,"SUN MICROSYSTEMS, INC."
Benedikt Rudolph,DE-CIX
Bengt Ackzell,GENERIC SYSTEMS
Bengt Gorden,KTH - ROYAL INSTITUTE OF TECHNOLOGY
Bengt Lord,SONERA CORPORATION
Bengt Olsson,ELLEMTEL
Bengt Sahlin,ERICSSON AB
Benham Malcom,SPRINT CORPORATION
Benjamin Abarbanel,BOEING
Benjamin Ellsworth,SOFTWARE.COM
Benjamin Ewy,SPRINT CORPORATION
Benjamin Koh,PANASONIC CORPORATION
Benjamin Lim,PANASONIC CORPORATION
Benjamin Reed,IBM
Benjamin Schultz,UNIVERSITY OF NEW HAMPSHIRE
Benjamin Stern,DIGEX
Bennet Yee,UNIVERSITY OF CALIFORNIA - SAN DIEGO
Benny Prijono,PJSIP LLP
Benny Rodrig,AVAYA
Benoit Bailleux,ORANGE SA
Benoit Fondeviole,ORANGE SA
Benoit Parrein,UNIVERSITE DE NANTES
Bent Jensen,CISCO SYSTEMS INC
Beomjoon Kim,LG ELECTRONICS
Bernadette Gagnon Downward,UUNET TECHNOLOGIES
Bernadette Sanyu,MAKERERE UNIVERSITY
Bernard Biffi,SITA
Bernard Hayes,INTEL CORPORATION
Bernard Jalliffier,ORANGE SA
Bernard Marti,ORANGE SA
Bernard Metzler,TECHNICAL UNIV. OF BERLIN
Bernard St-Denis,NORTEL NETWORKS LIMITED
Bernard Turcotte,CRIM OPERATIONS
Bernd Staegemeir,SITA
Bernd Weise,DEUTSCHE TELEKOM AG
Berner Vegge,ERICSSON AB
Bernhard Collini-Nocker,UNIVERSITY OF SALZBURG
Bernhard Obermuller,SIEMENS AG
Bernhard Petri,SIEMENS AG
Bernhard Schneck,GENUA MBH
Bernhard Stockman,TELIA AB
Bernhard Thum,SIEMENS AG
Bernhard Wimmer,SIEMENS AG
Bernie Keany,INTEL CORPORATION
Bernt Allonen,UNISOURCE
Bernt Karasch,DEUTSCHE TELEKOM AG
Bero Porter,GTE CORPORATION
Berry Kercheval,JOIN SYSTEMS INC.
Bert-Jan Van Beijnum,UNIVERSITY OF TWENTE
Berthold Paffrath,DEUTSCHE TELEKOM AG
Bertrand Duvivier,CISCO SYSTEMS INC
Beth Alwin,MCI COMMUNICATIONS
Betsy Kidwell,LUCENT TECHNOLOGIES
Bettina Kauth,DFN-NOC
Bettina Schnor,UNIVERSITY OF POTSDAM
Betty Burke,MERIT NETWORK
Bev Crair,"SUN MICROSYSTEMS, INC."
Beverly Glasser,FTP SOFTWARE
Bharat Joshi,INFOSYS
Bhargavi Bheemreddy,IBM
Bhrat Patel,UNIVERSITY COLLEGE LONDON
Bhupinder Sethi,MICROSOFT
Bienvenido Maniego,SMART COMMS INC. PHILS
Bill Ahl,TEXAS INSTRUMENTS INC
Bill Anderson,CERTICOM CORPORATION
Bill Baker,"SUN MICROSYSTEMS, INC."
Bill Bjorkman,NOKIA
Bill Burge,TACTICAL NETWORKING INC.
Bill Cessna,IBM
Bill Courtney,TRW
Bill Curtin,U.S. DEPARTMENT OF DEFENSE
Bill Foster,CISCO SYSTEMS INC
Bill Herbst,NETPLANE NETWORK TECHNOLOGIES
Bill Hong,JUNIPER NETWORKS
Bill Kavadas,ERICSSON AB
Bill Kirtley,FCR SOFTWARE
Bill Kostka,CABLELABS
Bill Krieg,LUCENT TECHNOLOGIES
Bill Lambroukas,FTP SOFTWARE
Bill Macko,MOTOROLA MOBILITY
Bill Mar,UNIVERSITY OF WASHINGTON
Bill Mccauley,GEONET COMMUNICATIONS
Bill Mceachern,ALCATEL
Bill Moody,CROSSROADS SYSTEMS INC.
Bill Nowak,UUNET TECHNOLOGIES
Bill Pittore,"SUN MICROSYSTEMS, INC."
Bill Price,NASA
Bill Rubin,IBM
Bill Rubino,BAY NETWORKS
Bill Sommerfeld,"SUN MICROSYSTEMS, INC."
Bill Squier,REEFEDGE INC
Bill Stern,NEUSTAR INC
Bill Strahm,"SUN MICROSYSTEMS, INC."
Bill Tang,NETMANAGE
Bill Waltz,QUALCOMM INC
Bill Wilson,UNISYS CORPORATION
Bill Woodcock,PACKET CLEARING HOUSE
Billy Barron,UNIVERSITY OF TEXAS - ARLINGTON
Billy Durham,HONEYWELL
Billy Kinene,MAKERERE UNIVERSITY
Billy Ng,NORTEL NETWORKS LIMITED
Bin Hu,CISCO SYSTEMS INC
Bin Peng,PANASONIC CORPORATION
Bin Xiao,HUAWEI TECHNOLOGIES
Bin-Wen Ho,LUCENT TECHNOLOGIES
Bindignavile Srinivas,NOKIA
Bing Zhang,BEIJING JIAO TONG UNIVERISTY
Bingkun Wang,TSINGHUA UNIVERSITY
Bingzhang Zhao,NORTEL NETWORKS LIMITED
Biswa Banerjee,AIRTOUCH COMMUNICATIONS
Bj Chang,MFS DATANET
Bjoern Larsson,ERICSSON AB
Bjoern Nordgren,LULEA UNIVERSITY OF TECHNOLOGY
Bjorn Egerth,TELIA AB
Bjorn Lindberg,ERICSSON AB
Bjorn Pahlsson,NORDISK MEDIA UTVECKLING AB
Bjorn Pehrson,KTH - ROYAL INSTITUTE OF TECHNOLOGY
Bjorn Strandberg,NOKIA
Blaine Christian,KMC TELECOM SOLUTIONS
Blaine Kubesh,CISCO SYSTEMS INC
Blair Dillaway,MICROSOFT
Blair Sanders,TEXAS INSTRUMENTS INC
Blaise Sanouillet,"SUN MICROSYSTEMS, INC."
Blake Ramsdell,UH
Bo Augustsson,ERICSSON AB
Bo Berry,CISCO SYSTEMS INC
Bo Gao,CONCORDIA UNIVERSITY
Bo He,"NPTS,SARFT"
Bo Heung Chung,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
Bo Kullmar,SVERIGES RIKSBANK
Bo Pyskir,MOTOROLA MOBILITY
Bo Ryu,TELEDESIC
Bo Xie,CISCO SYSTEMS INC
Bo Zhang,HUAWEI TECHNOLOGIES
Bob Beard,COMPUTER ASSOCIATES INTERNATIONAL
Bob Braudes,AVAYA
Bob Carlitz,UNIVERSITY OF PITTSBURGH
Bob Downs,COMBINET
Bob Frank,ENTEGRITY SOLUTIONS
Bob Gilman,AVAYA
Bob Gugel,TEXAS INSTRUMENTS INC
Bob Hiller,BBN CORPORATION
Bob Horvath,MOTOROLA MOBILITY
Bob Hott,UNITED STATES NAVY
Bob Hughes,IBM
Bob Jenness,SIEMENS AG
Bob Kukic,UNISOURCE
Bob Lancelot,MOTOROLA MOBILITY
Bob Lemley,APPLIED NETWORK TECHNOLOGIES
Bob Lukas,BROADCOM CORP
Bob Ma,NTT
Bob Massad,NETSCOUT SYSTEMS INC
Bob Mccollum,U.S. DEPARTMENT OF DEFENSE
Bob Myers,NORTEL NETWORKS LIMITED
Bob Ordemann,CISCO SYSTEMS INC
Bob Pinheiro,BELLCORE
Bob Sharp,INTEL CORPORATION
Bob Stewart,CISCO SYSTEMS INC
Bob Tausworth,HEWLETT-PACKARD COMPANY
Bob Thomas,CISCO SYSTEMS INC
Bob Van Valzah,TALARIAN
Bob Vincent,SIEMENS AG
Bob Welsh,BBN CORPORATION
Bobby Clay,BOEING
Bodo Krueger,MCI COMMUNICATIONS
Bogil Lee,DANKOOK UNIVERSITY
Bohdan Smetaniuk,TELECOM RESEARCH LABORATORIES
Bolen Liu,BEIJING YOUTAI COMPANY
Boning Feng,TELENOR
Bonnin Jean-Marie,ENST BRETAGNE
Booker Bense,STANFORD UNIVERSITY
Boris Banjanin,MG-SOFT
Boris Nikolaus,CONDAT
Boris Protopopov,MISSISSIPPI STATE UNIVERSITY
Bosco Fernandes,SIEMENS AG
Boubakar Barry,WACREN
Bowei Dai,CNIC
Brad Bosch,COMPUTER ASSOCIATES INTERNATIONAL
Brad Burdick,INTERNET MULTICASTING SERVICE
Brad Fowlow,"SUN MICROSYSTEMS, INC."
Brad Greer,UNIVERSITY OF WASHINGTON
Brad Howes,"SKYPE, INC"
Brad Karp,MICROSOFT
Brad Knowles,COLLECTIVE TECHNOLOGIES A PENCOM COMPANY
Brad Manring,STERLING COMMERCE
Brad Noe,NETSPEAK
Brad Passwaters,ASCEND COMMUNICATIONS
Brad Penoff,UNIVERSITY OF BRITISH COLUMBIA
Brad Ryan,JUNIPER NETWORKS
Brad Smith,NETSAT
Brad Steinka,MICROCOM
Brad Woodcock,DIGITAL EQUIPMENT
Brad Wright,MICROSOFT
Bradford Haynes,"SUN MICROSYSTEMS, INC."
Bradford Ritchie,UNIVERSITY OF NEW HAMPSHIRE
Bradley Wilson,CRUCIAL SOFTWARE
Brahim Mahmat Zene,SOTEL CHAD
Brandy Barton,FINISAR CORPORATION
Branislav Meandzija,ARRAYCOMM
Bredo Oeveraas,RIPE NCC
Brenda Schnable,LUCENT TECHNOLOGIES
Brendan Burke,CISCO SYSTEMS INC
Brendan Coyle,NORTEL NETWORKS LIMITED
Brent Earley,NORTEL NETWORKS LIMITED
Brent Miller,IBM
Brent Van Dussen,LIMELIGHT NETWORKS
Brett Howard,TIMESTEP CORPORATION
Brett Nelson,SECURE COMPUTING CORPORATION
Brett Pentland,MONASH UNIVERSITY
Brett Stone-Gross,UNIVERSITY OF CALIFORNIA - SANTA BARBARA
Brett Thorson,RAVENWING INC.
Brewster Kahle,WIDE AREA INFORMATION SERVICES
Brian Beckman,MICROSOFT
Brian Boyter,CISCO SYSTEMS INC
Brian Cline,FEDEX
Brian Coan,TELCORDIA TECHNOLOGIES
Brian Coppola,"VERISIGN INTERNATIONAL HOLDINGS, INC."
Brian Court,CALIFORNIA STATE UNIVERSITY
Brian Daugherty,CISCO SYSTEMS INC
Brian Decleene,TASC
Brian Deen,MICROSOFT
Brian Edwards,JUNIPER NETWORKS
Brian Egbert,SPRINT CORPORATION
Brian Finkel,INTEL CORPORATION
Brian Fitzwater,QUALCOMM INC
Brian Forbes,"BROCADE COMMUNICATIONS SYSTEMS, INC"
Brian Green,"MITRE CORPORATION, THE"
Brian Hagar,AG COMMUNICATION SYSTEMS
Brian Haley,HEWLETT-PACKARD COMPANY
Brian Hall,HYPERACTIVE - TECHNOLOGY GROUP
Brian Hernacki,NETSCAPE COMMUNICATIONS
Brian Holden,PMC SIERRA INC
Brian Hunter,FRAUNHOFER GESELLSCHAFT
Brian Jarvis,INTERNAP
Brian Jemes,HEWLETT-PACKARD COMPANY
Brian Kelley,WOLLONGONG ADVANCED APPLICATIONS CENTER
Brian Kirk,"SSH COMMUNICATIONS SECURITY, INC"
Brian Klassen,NORTEL NETWORKS LIMITED
Brian Korver,NETWORK RESONANCE
Brian Larkins,LUCENT TECHNOLOGIES
Brian Marsh,PANASONIC CORPORATION
Brian Matt,NETWORK ASSOCIATES INC.
Brian Mccracken,HEWLETT-PACKARD COMPANY
Brian Mcnamara,FEDERAL GOVERNMENT
Brian Minard,CERTICOM CORPORATION
Brian Moore,LUCENT TECHNOLOGIES
Brian Powell,CISCO SYSTEMS INC
Brian Renaud,MERIT NETWORK
Brian Roan,NOKIA
Brian Robertson,PLANETALL
Brian Rogan,GOOGLE
Brian Ruptash,GTECH
Brian Russell,SHIVA CORPORATION
Brian Schanning,BAY NETWORKS
Brian Schmidt,"NAP.NET, LLC"
Brian Sherwood,COMCAST
Brian Shinn,CBU UNIV KOREA
Brian Stucker,NORTEL NETWORKS LIMITED
Brian Swander,MICROSOFT
Brian Swetland,NCSA SOFTWARE DEVELOPMENT GROUP
Brian Taylor,BLACKBERRY LIMITED
Brian Trenbeath,MICROSOFT
Brian Tung,UNIVERSITY OF SOUTHERN CALIFORNIA
Brian Van Lieu,COMCAST
Brian Wellington,NOMINUM INC
Brian Whetten,TALARIAN
Brian Wickman,UNIVERSITY OF MICHIGAN
Brian Williams,ERICSSON AB
Brian Winter,US ROBOTICS
Brian Zill,MICROSOFT
Brian Zimmerman,STENTOR RESOURCE CENTRE
Bridget Cosgrave,ETSI - EUROPEAN TELECOMMUNICATIONS STANDARDS INSTITUTE
Brig Elliott,BBN CORPORATION
Brijesh Kumar,PANASONIC CORPORATION
Brooks Hickman,SPIRENT COMMUNICATIONS
Brough Turner,NMS COMMUNICATIONS
Bruce Aldridge,U.S. DEPARTMENT OF COMMERCE
Bruce Baer,BBN CORPORATION
Bruce Butterfield,REALNETWORKS INC
Bruce Carneal,TACHYON NETWORKS
Bruce Cole,JUNIPER NETWORKS
Bruce Cragun,"NOVELL, INC."
Bruce Curtis,"SUN MICROSYSTEMS, INC."
Bruce Dillon,IBM
Bruce Dugan,NORTHWESTNET INC.
Bruce Ernst,LOTUS DEVELOPMENT CORPORATION
Bruce Fong,IBM
Bruce Greenblatt,RSA SECURITY LLC
Bruce Grove,"SUN MICROSYSTEMS, INC."
Bruce Haimowitz,BBN CORPORATION
Bruce Kahn,IBM
Bruce Kwan,BRAVIDA CORP
Bruce Lasley,EDS
Bruce Macdonald,COMPAQ
Bruce Mah,CISCO SYSTEMS INC
Bruce Moon,CISCO SYSTEMS INC
Bruce Pettitt,NORTEL NETWORKS LIMITED
Bruce Siegell,TELCORDIA TECHNOLOGIES
Bruce Smith,GIGALABS
Bruce Steinback,NETSCAPE COMMUNICATIONS
Bruce Trumbo,PRIMARY ACCESS CORPORATION
Bruce Wagar,UNISYS CORPORATION
Bruce Wallace,NORTEL NETWORKS LIMITED
Bruce Winters,CISCO SYSTEMS INC
Bruce Wooley,MISSISSIPPI STATE UNIVERSITY
Bruno De Troch,JUNIPER NETWORKS
Bruno Fillinger,ORANGE SA
Bruno Sousa,UNIVERSITY OF COIMBRA
Bruno Von Niman,VONNIMAN CONSULTING
Bryan Bemis,QUALCOMM INC
Bryan Boulton,LUCENT TECHNOLOGIES
Bryan Byerly,CISCO SYSTEMS INC
Bryan Gleeson,NORTEL NETWORKS LIMITED
Bryan Levin,ALLEGRO NETWORKS
Bryan Lyles,SPRINT CORPORATION
Bryan Mclaughlin,CISCO SYSTEMS INC
Bryan Mordecai,TELCORDIA TECHNOLOGIES
Bryan Payne,UNIVERSITY OF MARYLAND
Bryan Pitcher,DIGITAL SIGNATURE TRUST
Bryan Williams,HEWLETT-PACKARD COMPANY
Bt,BRITISH TELECOMMUNICATIONS PLC
Bu Rixin,BII GROUP HOLDINGS
Buaey Qui Ho,IDA SINGAPORE
Bud Millwood,WEIRD SOLUTIONS
Bui Banh,ALCATEL
Bum-Joo Kim,KYUNGWON UNIVERSITY
Bumjin Im,"SAMSUNG ELECTRONICS CO, LTD"
Burt Liebowitz,ORION
Burton Rosenberg,UNIVERSITY OF MIAMI
Busi Italo,ALCATEL-LUCENT S.A
Butch Anton,IPASS
Byeongsik Kim,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
Byeungwoo Jeon,SUNGKYUNKWAN UNIVERSITY
Byongki Kim,S-NET SYSTEMS
Byoung Chul Kim,"SAMSUNG ELECTRONICS CO, LTD"
Byoung-Joon Lee,"SAMSUNG ELECTRONICS CO, LTD"
Byoung-Sung Kim,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
Byron Campen,ESTACADO SYSTEMS
Byung Ho Yae,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
Byung-Cheol Shin,CBU UNIV KOREA
Byung-Gil Lee,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
Byung-Ho Chung,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
Byung-Ik Choi,NCA
Byung-Joon Lee,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
Byung-Kyu Kim,KRNIC
Byung-Man Lee,NATIONAL COMPUTERIZATION AGENCY
Byung-Yeob Kim,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
Byungchul Kim,CHUNGNAM NATIONAL UNIVERSITY
Byungjoo Lee,KWANGWOON UNIVERSITY
Byungsun Cho,KT CORPORATION
C-K Toh,HUGHES RESEARCH LABS
Caesar Naples,AMERICAN INTERNET CORPORATION
Cahya Masputra,"SUN MICROSYSTEMS, INC."
Caleb Jairo,KUNYONYI AGENCIES
Cameron Stillion,MICROSOFT
Camila Moraes,REGISTRO.BR
Campbell Palmer,MCI COMMUNICATIONS
Can Aysan,NORTEL NETWORKS LIMITED
Can Huang,CHINA TELECOM CORPORATION LIMITED
Canan Tanriverdi,TURK TELEKOM
Canfeng Chen,NOKIA
Caralyn Brown,WELLFLEET SOFTWARE CORPORATION
Caren Litvanyi,INDIANA UNIVERSITY
Carey Becker,NORTEL NETWORKS LIMITED
Carl Alexander,MASSACHUSETTS INSTITUTE OF TECHNOLOGY
Carl Ellison,INTEL CORPORATION
Carl Kalbfleisch,VERIO INC.
Carl Kauranen,TANDEM COMPUTERS
Carl Marcinik,FORE SYSTEMS
Carl Mower,NORTEL NETWORKS LIMITED
Carl Muckenhirn,SPARTA INC.
Carl Perntz,ERICSSON AB
Carl Rigney,LIVINGSTON ENTERPRISES
Carl Symborski,SALIX TECHNOLOGIES INC.
Carl Von Loesch,LAVA LABS
Carla Gizzi,NASA
Carle Wray,AG COMMUNICATION SYSTEMS
Carleton Smith,INTRADO
Carlo Demichelis,CSELT CENTRO STUDI E LABORATORI TELECOMUNICATIOZIONI S.P.A
Carlos Eduarte,CISCO SYSTEMS INC
Carlos Estrada,RED CIENTIFICA PERUANA
Carlos Franco,FCCN
Carlos Jesus Bernardos Cano,UNIVERSITY CARLOS III OF MADRID
Carlos Macian,NETS-UPF
Carlos Marcelo Martinez,ANTEL URUGUAY
Carlos Matrangolo,UNIVERSIDAD NACIONAL DEL SUR - CONICET
